Timestamp,Coor_X,Coor_Y,Altitud(m),Precisión(m),BSSID,Intensidad_señal(dBm),Etiqueta,Ubicación
20250520_152638,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-50,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152640,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-57,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152728,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-56,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152706,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-52,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152653,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-51,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152717,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-65,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152652,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-55,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152649,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-63,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152722,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-58,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152648,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-60,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152720,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1b:e8,-62,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152649,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1b:e8,-58,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152706,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1b:e8,-65,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152639,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1b:e8,-59,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152659,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1b:e8,-68,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152751,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-58,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152714,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-59,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152741,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-51,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152725,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-56,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152736,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-56,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152714,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-65,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152738,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-75,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152718,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-66,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152708,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-72,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152709,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-75,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152705,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:58,-78,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152725,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:58,-71,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152702,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:58,-68,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152736,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:58,-69,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152752,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:58,-74,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152715,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-78,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152736,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-75,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152748,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-76,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152741,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-78,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152719,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d7:18,-77,Escaleras Primer Piso Bloque B,Escaleras Primer Piso Bloque B
20250520_152821,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-52,Segundo Piso,Segundo Piso
20250520_152822,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-55,Segundo Piso,Segundo Piso
20250520_152810,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-48,Segundo Piso,Segundo Piso
20250520_152755,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-55,Segundo Piso,Segundo Piso
20250520_152756,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-56,Segundo Piso,Segundo Piso
20250520_152815,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-69,Segundo Piso,Segundo Piso
20250520_152739,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-61,Segundo Piso,Segundo Piso
20250520_152757,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-69,Segundo Piso,Segundo Piso
20250520_152822,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-63,Segundo Piso,Segundo Piso
20250520_152820,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-62,Segundo Piso,Segundo Piso
20250520_152804,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-68,Segundo Piso,Segundo Piso
20250520_152758,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-69,Segundo Piso,Segundo Piso
20250520_152824,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-72,Segundo Piso,Segundo Piso
20250520_152753,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-67,Segundo Piso,Segundo Piso
20250520_152808,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-66,Segundo Piso,Segundo Piso
20250520_152738,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-73,Segundo Piso,Segundo Piso
20250520_152753,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-73,Segundo Piso,Segundo Piso
20250520_152825,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-78,Segundo Piso,Segundo Piso
20250520_152827,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-81,Segundo Piso,Segundo Piso
20250520_152749,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:28,-74,Segundo Piso,Segundo Piso
20250520_152830,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-31,Segundo Piso,Segundo Piso
20250520_152831,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-27,Segundo Piso,Segundo Piso
20250520_152818,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-26,Segundo Piso,Segundo Piso
20250520_152801,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-31,Segundo Piso,Segundo Piso
20250520_152824,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-31,Segundo Piso,Segundo Piso
20250520_152756,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-51,Segundo Piso,Segundo Piso
20250520_152804,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-44,Segundo Piso,Segundo Piso
20250520_152808,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-43,Segundo Piso,Segundo Piso
20250520_152824,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-50,Segundo Piso,Segundo Piso
20250520_152838,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-43,Segundo Piso,Segundo Piso
20250520_152836,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-55,Segundo Piso,Segundo Piso
20250520_152831,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-53,Segundo Piso,Segundo Piso
20250520_152807,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-54,Segundo Piso,Segundo Piso
20250520_152844,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-56,Segundo Piso,Segundo Piso
20250520_152843,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-58,Segundo Piso,Segundo Piso
20250520_152820,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-70,Segundo Piso,Segundo Piso
20250520_152756,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-67,Segundo Piso,Segundo Piso
20250520_152831,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-62,Segundo Piso,Segundo Piso
20250520_152800,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-66,Segundo Piso,Segundo Piso
20250520_152832,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:c8:08,-68,Segundo Piso,Segundo Piso
20250520_152836,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-30,Segundo Piso,Segundo Piso
20250520_152851,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-28,Segundo Piso,Segundo Piso
20250520_152858,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-32,Segundo Piso,Segundo Piso
20250520_152847,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-31,Segundo Piso,Segundo Piso
20250520_152822,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-34,Segundo Piso,Segundo Piso
20250520_152824,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-54,Segundo Piso,Segundo Piso
20250520_152856,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-49,Segundo Piso,Segundo Piso
20250520_152839,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-50,Segundo Piso,Segundo Piso
20250520_152910,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-50,Segundo Piso,Segundo Piso
20250520_152819,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-55,Segundo Piso,Segundo Piso
20250520_152856,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-61,Segundo Piso,Segundo Piso
20250520_152817,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-62,Segundo Piso,Segundo Piso
20250520_152838,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-60,Segundo Piso,Segundo Piso
20250520_152845,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-59,Segundo Piso,Segundo Piso
20250520_152823,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-55,Segundo Piso,Segundo Piso
20250520_152850,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-66,Segundo Piso,Segundo Piso
20250520_152910,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-64,Segundo Piso,Segundo Piso
20250520_152904,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Segundo Piso,Segundo Piso
20250520_152819,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-62,Segundo Piso,Segundo Piso
20250520_152906,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-63,Segundo Piso,Segundo Piso
20250520_152824,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-29,Segundo Piso,Segundo Piso
20250520_152855,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-33,Segundo Piso,Segundo Piso
20250520_152833,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-35,Segundo Piso,Segundo Piso
20250520_152903,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-37,Segundo Piso,Segundo Piso
20250520_152859,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-32,Segundo Piso,Segundo Piso
20250520_152913,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-51,Segundo Piso,Segundo Piso
20250520_152838,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-53,Segundo Piso,Segundo Piso
20250520_152832,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-58,Segundo Piso,Segundo Piso
20250520_152908,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-53,Segundo Piso,Segundo Piso
20250520_152833,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f1:38,-49,Segundo Piso,Segundo Piso
20250520_152835,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-57,Segundo Piso,Segundo Piso
20250520_152841,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-59,Segundo Piso,Segundo Piso
20250520_152835,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-59,Segundo Piso,Segundo Piso
20250520_152832,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-61,Segundo Piso,Segundo Piso
20250520_152857,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:d9:78,-61,Segundo Piso,Segundo Piso
20250520_152849,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-69,Segundo Piso,Segundo Piso
20250520_152851,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-68,Segundo Piso,Segundo Piso
20250520_152823,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-63,Segundo Piso,Segundo Piso
20250520_152910,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-66,Segundo Piso,Segundo Piso
20250520_152845,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:de:38,-69,Segundo Piso,Segundo Piso
20250520_153051,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-57,Sala De Computo,Sala De Computo
20250520_152954,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-61,Sala De Computo,Sala De Computo
20250520_153052,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-62,Sala De Computo,Sala De Computo
20250520_153034,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-54,Sala De Computo,Sala De Computo
20250520_153034,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-57,Sala De Computo,Sala De Computo
20250520_153019,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-68,Sala De Computo,Sala De Computo
20250520_153027,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-69,Sala De Computo,Sala De Computo
20250520_153013,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-71,Sala De Computo,Sala De Computo
20250520_153018,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-64,Sala De Computo,Sala De Computo
20250520_153008,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-63,Sala De Computo,Sala De Computo
20250520_153046,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-66,Sala De Computo,Sala De Computo
20250520_152957,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-70,Sala De Computo,Sala De Computo
20250520_153041,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-63,Sala De Computo,Sala De Computo
20250520_153013,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-61,Sala De Computo,Sala De Computo
20250520_153022,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-62,Sala De Computo,Sala De Computo
20250520_153039,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-74,Sala De Computo,Sala De Computo
20250520_153047,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-64,Sala De Computo,Sala De Computo
20250520_153030,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-72,Sala De Computo,Sala De Computo
20250520_153032,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-72,Sala De Computo,Sala De Computo
20250520_153018,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-72,Sala De Computo,Sala De Computo
20250520_153120,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-63,Sala De Computo,Sala De Computo
20250520_153031,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-54,Sala De Computo,Sala De Computo
20250520_153113,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-63,Sala De Computo,Sala De Computo
20250520_153026,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-60,Sala De Computo,Sala De Computo
20250520_153116,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-61,Sala De Computo,Sala De Computo
20250520_153110,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-65,Sala De Computo,Sala De Computo
20250520_153106,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-63,Sala De Computo,Sala De Computo
20250520_153033,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-68,Sala De Computo,Sala De Computo
20250520_153032,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-67,Sala De Computo,Sala De Computo
20250520_153111,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:ce:28,-64,Sala De Computo,Sala De Computo
20250520_153053,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-68,Sala De Computo,Sala De Computo
20250520_153100,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-66,Sala De Computo,Sala De Computo
20250520_153112,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-63,Sala De Computo,Sala De Computo
20250520_153036,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-66,Sala De Computo,Sala De Computo
20250520_153045,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:b6:48,-68,Sala De Computo,Sala De Computo
20250520_153026,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-65,Sala De Computo,Sala De Computo
20250520_153055,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-69,Sala De Computo,Sala De Computo
20250520_153113,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-68,Sala De Computo,Sala De Computo
20250520_153032,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-74,Sala De Computo,Sala De Computo
20250520_153030,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:1d:b8,-69,Sala De Computo,Sala De Computo
20250520_153105,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-46,Sala De Computo,Sala De Computo
20250520_153109,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-47,Sala De Computo,Sala De Computo
20250520_153054,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-51,Sala De Computo,Sala De Computo
20250520_153051,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-46,Sala De Computo,Sala De Computo
20250520_153050,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-51,Sala De Computo,Sala De Computo
20250520_153114,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e8:fc,-62,Sala De Computo,Sala De Computo
20250520_153056,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e8:fc,-66,Sala De Computo,Sala De Computo
20250520_153115,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e8:fc,-68,Sala De Computo,Sala De Computo
20250520_153133,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e8:fc,-68,Sala De Computo,Sala De Computo
20250520_153127,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:e8:fc,-65,Sala De Computo,Sala De Computo
20250520_153048,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:27:c8,-66,Sala De Computo,Sala De Computo
20250520_153100,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:27:c8,-65,Sala De Computo,Sala De Computo
20250520_153110,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:27:c8,-65,Sala De Computo,Sala De Computo
20250520_153056,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:27:c8,-73,Sala De Computo,Sala De Computo
20250520_153037,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d2:27:c8,-64,Sala De Computo,Sala De Computo
20250520_153045,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-78,Sala De Computo,Sala De Computo
20250520_153127,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-78,Sala De Computo,Sala De Computo
20250520_153101,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-77,Sala De Computo,Sala De Computo
20250520_153107,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-74,Sala De Computo,Sala De Computo
20250520_153116,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-74,Sala De Computo,Sala De Computo
20250520_153050,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-48,Sala De Computo,Sala De Computo
20250520_153129,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-50,Sala De Computo,Sala De Computo
20250520_153109,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-50,Sala De Computo,Sala De Computo
20250520_153110,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-43,Sala De Computo,Sala De Computo
20250520_153114,-74.35520333333334,4.8289550000000006,2641.7,2.1,dc:ae:eb:e4:f0:e8,-44,Sala De Computo,Sala De Computo
20250520_153113,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-73,Sala De Computo,Sala De Computo
20250520_153103,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-74,Sala De Computo,Sala De Computo
20250520_153138,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-69,Sala De Computo,Sala De Computo
20250520_153114,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-71,Sala De Computo,Sala De Computo
20250520_153057,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:d6:bc,-72,Sala De Computo,Sala De Computo
20250520_153126,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:2c,-78,Sala De Computo,Sala De Computo
20250520_153140,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:2c,-75,Sala De Computo,Sala De Computo
20250520_153054,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:2c,-78,Sala De Computo,Sala De Computo
20250520_153058,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:2c,-76,Sala De Computo,Sala De Computo
20250520_153142,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:da:2c,-74,Sala De Computo,Sala De Computo
20250520_153050,-74.35520333333334,4.8289550000000006,2641.7,2.1,34:20:e3:d1:fe:5c,-76,Sala De Computo,Sala De Computo
